S.No.,Timestamp,QuestionId,ResponseId,QuestionDesc,ResultText,ResultTextPred,Summary,SentimentRating,access_to_resources/info,Communication/Responsiveness,Customer Service/Support,Delivery,General Negative,General Positive,Immaterial Feedback,Installation,Knowledge/Expertise,Meet Needs/Requirements/Commitments
6462,02/10/2022 03:55:47,Q04_XOTHER,R_eR7g0y9yQSMQJNL,Q04_xother,Difficult to navigate to request form,Difficult to navigate to request form,,,,,,,,,,,,
6463,02/10/2022 03:55:47,Q04_XOTHER,R_3eeuG9alniu823D,Q04_xother,Took sometime to get a response as had to contact scheduler from Agilent. Issue was not resolved initially and engineer had to come back a second time to resolve the issue,Took sometime to get a response as had to contact scheduler from Agilent. Issue was not resolved initially and engineer had to come back a second time to resolve the issue,,,,,,,,,,,,
6464,02/10/2022 03:55:47,Q04_XOTHER,R_qCJBpiwR842G7Lz,Q04_xother,???????????????????????????????????????????????????,"The communication between Kinryo Electric, Agilent, and Hitachi Systems was complicated, there were gaps in communication, and it took a long time to respond.",,,,,,,,,,,,
6465,02/10/2022 03:55:47,Q04_XOTHER,R_2pVmmPzdfm5x1Eq,Q04_xother,son muchas personas que le dan seguimiento y una no sabe en que parte se quedo la otra. vuelven hacer la misma actividad.,There are many people who follow up and one does not know where the other is left. They do the same activity again.,,,,,,,,,,,,
6466,02/10/2022 03:55:47,Q04_XOTHER,R_UlMiug77jtfzmnf,Q04_xother,hrs available,hrs available,,,,,,,,,,,,
6467,02/10/2022 03:55:47,Q04_XOTHER,R_tGPL77K9lZ9cWSB,Q04_xother,????,nothing special,,,,,,,,,,,,
6468,02/10/2022 03:55:47,Q04_XOTHER,R_3EfA72DK7Y14TSj,Q04_xother,?????????,Unable to contact engineer directly,,,,,,,,,,,,
6469,02/10/2022 03:55:47,Q04_XOTHER,R_DC8zVgh4d4VeTnz,Q04_xother,????????????????????????????????????????????????????,"I thought I would have to go through an agency, but was it okay to contact them directly for everything other than the cost?",,,,,,,,,,,,
6470,02/10/2022 03:55:47,Q04_XOTHER,R_20MxQf7RkqzEZQw,Q04_xother,"appointment keeps getting rescheduled, once with an hours notice.","appointment keeps getting rescheduled, once with an hours notice.",,,,,,,,,,,,
6471,02/10/2022 03:55:47,Q04_XOTHER,R_22zzJOGeSmQZ6mX,Q04_xother,????????????????????,I would appreciate it if you could support me when I go to work on Saturday.,,,,,,,,,,,,
6472,02/10/2022 03:55:47,Q04_XOTHER,R_2ZCj8W1IDJWphwT,Q04_xother,waiting for parts,waiting for parts,,,,,,,,,,,,
6473,02/10/2022 03:55:47,Q04_XOTHER,R_2X4AioYLiwub396,Q04_xother,??????????????????,The maintenance engineer is unable to meet the requirements and communicate with the repair requester,,,,,,,,,,,,
6474,02/10/2022 03:56:58,Q04_9,R_1myFJWzaG5SLf9T,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6475,02/10/2022 03:56:58,Q04_9,R_vIF3xSkxCpS2NqN,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6476,02/10/2022 03:56:58,Q04_9,R_1f7as9PA7TlTC0e,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6477,02/10/2022 03:56:58,Q04_9,R_1OVTFopUskatzGC,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6478,02/10/2022 03:56:58,Q04_9,R_3lrDy8FiKVN29eK,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6479,02/10/2022 03:56:58,Q04_9,R_3KQ8HCMgNfX7cf1,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6480,02/10/2022 03:56:58,Q04_9,R_2XaPUUDG1aaOBQJ,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6481,02/10/2022 03:56:58,Q04_9,R_2fr07LdTRX8akqs,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6482,02/10/2022 03:56:58,Q04_9,R_2WMzcJ7tfBoqnNs,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6483,02/10/2022 03:56:58,Q04_9,R_1JLXO0KirRRGk9p,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6484,02/10/2022 03:56:58,Q04_9,R_1Les4F6QxVbkLNT,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6485,02/10/2022 21:35:04,Q04_9,R_ClwIQZQu9sJx6V3,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6486,02/10/2022 21:35:04,Q04_9,R_2X08hr8LPFhmzaC,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6487,02/10/2022 21:35:04,Q04_9,R_29jkTSsiWVzDET2,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6488,02/10/2022 21:35:04,Q04_9,R_10NP4gZDW6fedMH,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6489,02/10/2022 21:35:04,Q04_9,R_26fg5QgJY3qwFI6,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6490,03/10/2022 21:35:07,Q04_9,R_2CChXfXEscWv66R,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6491,03/10/2022 21:35:07,Q04_9,R_8jeNUiUHDYJawQp,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6492,03/10/2022 21:35:07,Q04_9,R_3HH69ueNtIqdN33,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6493,03/10/2022 21:35:07,Q04_9,R_2zApIY6n14fnntv,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6494,03/10/2022 21:35:07,Q04_9,R_vkryauhHN2NoINj,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6495,03/10/2022 21:35:07,Q04_9,R_BR5Y8YTZS9YuaHL,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6496,03/10/2022 21:35:07,Q04_9,R_a4R4xUtlwSjAWfn,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6497,03/10/2022 21:35:07,Q04_9,R_1g6WL4ez5cwaboG,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6498,03/10/2022 21:35:07,Q04_9,R_1LvfTlVvrybWM5e,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6499,03/13/2022 21:31:45,Q04_9,R_2usSE2y6U1gytT4,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6500,04/10/2022 21:35:47,Q04_9,R_2b4axk0i3QJk1nV,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6501,04/10/2022 21:35:47,Q04_9,R_3NPs74wjvJ7oL4i,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6502,05/10/2022 21:35:19,Q04_9,R_2Y3bsA0EdoKFtX0,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
